StockCode,Description,TotalSales,Total_Quantity,Unique_Customers,Total_Transactions,Avg_Price
71510,SQUARE METAL CANDLEHOLDER BASE,36.519999999999996,52,5,8,0.7023076923076922
72024U,LILAC VOTIVE CANDLE,15.120000000000001,72,3,3,0.21000000000000002
72051S,BAG OF SILVER STONES,18.9,45,5,5,0.42
72122,COFFEE SCENT PILLAR CANDLE,276.45,291,38,44,0.95
72127,COLUMBIAN CANDLE ROUND ,208.1,168,25,29,1.2386904761904762
72128,COLUMBIAN CANDLE ROUND,145.53,189,28,33,0.77
72130,COLUMBIAN CANDLE ROUND,126.79,215,20,24,0.5897209302325581
72131,COLUMBIAN CANDLE RECTANGLE,236.39999999999998,136,14,18,1.7382352941176469
72132,COLUMBIAN CUBE CANDLE,54.599999999999994,28,9,12,1.9499999999999997
72133,COLUMBIAN CANDLE RECTANGLE,48.75,39,11,13,1.25
72134,COLUMBIAN  CUBE CANDLE ,47.18,98,6,8,0.48142857142857143
72140E,BEST DAD CANDLE LETTERS,26.349999999999998,31,8,8,0.85
72225C,LAVENDER SCENT CAKE CANDLE,158.64,600,12,16,0.26439999999999997
72232,FENG SHUI PILLAR CANDLE,630.23,3317,45,65,0.19
72349B,SET/6 PURPLE BUTTERFLY T-LIGHTS,1314.78,687,51,91,1.9137991266375545
72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,2384.76,1234,78,133,1.9325445705024313
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,3856.04,2058,87,156,1.8736831875607385
72369A,PINK CLEAR GLASS CANDLE PLATE,35.0,28,3,3,1.25
72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,262.08,624,36,37,0.42
72598,SET/12 TAPER CANDLES,364.95,459,38,41,0.7950980392156862
72709,IVORY SCULPTED RND CANDLE ,37.4,44,4,7,0.85
72741,GRAND CHOCOLATECANDLE,7758.95,5783,195,249,1.3416825177243645
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,3667.2299999999996,385,104,135,9.525272727272727
72780,BLACK SILOUETTE CANDLE PLATE,116.44999999999999,137,18,20,0.8499999999999999
72783,BLACK SIL'T SQU CANDLE PLATE ,33.6,16,2,2,2.1
72798C,SET/4 GARDEN ROSE DINNER CANDLE,11.549999999999999,7,3,3,1.65
72799C,PINK PILLAR CANDLE SILVER FLOCK,123.68,80,17,18,1.546
72799E,IVORY PILLAR CANDLE SILVER FLOCK,725.19,393,43,48,1.8452671755725192
72799F,IVORY PILLAR CANDLE GOLD FLOCK,365.05,127,19,21,2.8744094488188976
72800B, 4 PURPLE FLOCK DINNER CANDLES,265.65999999999997,138,31,36,1.9250724637681158
72800C,4 PINK DINNER CANDLE SILVER FLOCK,229.95999999999998,124,26,30,1.8545161290322578
72800D,4 BLUE DINNER CANDLES SILVER FLOCK,216.74999999999997,85,20,29,2.55
72800E,4 IVORY DINNER CANDLES SILVER FLOCK,913.74,450,62,96,2.0305333333333335
72801C,4 ROSE PINK DINNER CANDLES,163.38,138,13,14,1.1839130434782608
72801D,4 SKY BLUE DINNER CANDLES,72.5,58,10,12,1.25
72801G,4 BURGUNDY WINE DINNER CANDLES,53.75,43,9,11,1.25
72802A,ROSE SCENT CANDLE IN JEWELLED BOX,1271.67,315,44,55,4.03704761904762
72802B,OCEAN SCENT CANDLE IN JEWELLED BOX,1749.94,968,54,75,1.807789256198347
72802C,VANILLA SCENT CANDLE JEWELLED BOX,2541.12,1374,63,88,1.8494323144104803
72803A,ROSE SCENT CANDLE JEWELLED DRAWER,714.0,528,30,40,1.3522727272727273
72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,1402.03,339,53,66,4.135781710914454
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,1435.0,348,56,78,4.123563218390805
72807C,SET/3 VANILLA SCENTED CANDLE IN BOX,2727.97,669,83,112,4.0776831091180865
72811,SMALL ZINC/GLASS CANDLEHOLDER,67.25,49,6,6,1.3724489795918366
72812,LARGE ZINC GLASS CANDLEHOLDER,49.980000000000004,18,3,4,2.776666666666667
72815,3 WICK CHRISTMAS BRIAR CANDLE ,7.5,2,1,1,3.75
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,841.56,826,26,31,1.0188377723970943
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,961.4,1048,74,94,0.9173664122137405
72818,CHRISTMAS DECOUPAGE CANDLE,782.77,1821,51,63,0.4298572213069742
72819,CUPID DESIGN SCENTED CANDLES,436.4,208,28,30,2.098076923076923
72821,CUPID SCENTED CANDLE IN GLASS,18.15,11,4,4,1.65
75011,BLUE DAISY MOBILE,138.76,172,9,12,0.8067441860465115
75013B,"STRING OF 8 BUTTERFLIES,PINK",41.24999999999999,25,6,6,1.6499999999999997
75049L,LARGE CIRCULAR MIRROR MOBILE,6092.049999999999,6809,71,118,0.8947055367895431
75131,METAL TUBE CHIME ON BAMBOO,522.5600000000001,488,13,13,1.0708196721311476
75172,PAINTED SEA SHELL METAL WINDCHIME,85.31,93,8,8,0.9173118279569893
75178,ASSTD COL BUTTERFLY/CRYSTAL W/CHIME,210.19,455,6,9,0.46195604395604395
77079,DOLPHIN WINDMILL,2.12,1,1,1,2.12
77101A,UNION FLAG WINDSOCK,421.97,385,16,20,1.0960259740259741
78033,FLAG OF ST GEORGE CHAIR,179.35,37,6,7,4.847297297297297
78034B,BLUE NETTING STORAGE HANGER,15.6,8,6,6,1.95
78124,MAGAZINE RACK GEBRA ASSORTED ,246.5,190,16,17,1.2973684210526315
79000,MOROCCAN TEA GLASS,2741.2,3784,69,95,0.7244186046511627
79026B,"S/4 ICON COASTER,ELVIS LIVES",10.61,25,7,9,0.4244
79030D,TUMBLER BAROQUE,156.78,402,22,25,0.39
79030D,"TUMBLER, BAROQUE",58.85999999999999,54,5,5,1.0899999999999999
79030G,TUMBLER NEW ENGLAND,475.8,1220,35,41,0.39
79030G,"TUMBLER, NEW ENGLAND",131.94,138,11,11,0.9560869565217391
79051A,SMOKEY GREY COLOUR D.O.F. GLASS,204.79,587,23,26,0.3488756388415673
79051A,SMOKEY GREY COLOUR GLASS,56.83999999999999,196,10,11,0.2899999999999999
79062D,"RETRO TIN ASHTRAY,REVOLUTIONARY",19.4,52,4,4,0.37307692307692303
79063C,"RETRO PILL BOX KEY CHAIN,THE KING",43.65,235,13,14,0.18574468085106383
79063D,"RETRO PILL BOX , REVOLUTIONARY",34.72,188,9,10,0.18468085106382978
79066K,RETRO MOD TRAY,618.13,739,69,110,0.8364411366711773
79067,CORONA MEXICAN TRAY,496.25,143,16,18,3.4702797202797204
79071B,ENGLISH ROSE METAL WASTE BIN,59.0,20,10,11,2.95
79144B,PAINTED LIGHTBULB STAR+ MOON,42.54,107,14,15,0.3975700934579439
79144C,PAINTED LIGHTBULB RAINBOW DESIGN,24.06,63,5,6,0.38190476190476186
79149B,SILICON STAR BULB  BLUE,7.56,18,8,8,0.42
79151B,"SILICON CUBE 25W, BLUE",4.62,11,2,2,0.42
79157B,UBO-LIGHT TRIOBASE BLUE,3.4,4,2,2,0.85
79157V,UBO-LIGHT TRIOBASE PURPLE,4.25,5,3,3,0.85
79160,HEART SHAPE WIRELESS DOORBELL,792.54,443,30,48,1.7890293453724604
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,5.9,2,2,2,2.95
79163,BLACK CHAMPAGNE GLASS,621.87,1517,25,33,0.4099340804218853
79164,BLACK WINE GLASS,697.62,1666,12,19,0.4187394957983193
79190A,RETRO PLASTIC 70'S TRAY,142.8,340,24,34,0.42000000000000004
79190B,RETRO PLASTIC POLKA TRAY,245.1,655,24,35,0.3741984732824427
79190D,RETRO PLASTIC DAISY TRAY,95.34,227,16,25,0.42000000000000004
79191B,RETRO PLASTIC POLKA TRAY,130.9,154,23,26,0.8500000000000001
79191C,RETRO PLASTIC ELEPHANT TRAY,812.53,1105,57,65,0.7353212669683258
79191D,RETRO PLASTIC DAISY TRAY,21.249999999999996,25,7,7,0.8499999999999999
79192A,RETRO PLASTIC 70'S TRAY,3.75,3,2,2,1.25
79302M,"ART LIGHTS,FUNK MONKEY",950.45,355,26,47,2.677323943661972
79321,CHILLI LIGHTS,46265.11,9646,205,519,4.796300020733983
79323B,BLACK CHERRY LIGHTS,54.0,8,1,1,6.75
79323P,PINK CHERRY LIGHTS,27.0,4,1,1,6.75
79329,PINK FLOCK GLASS CANDLEHOLDER,12.18,12,2,2,1.015
79331,PINK FLOCK GLASS CANDLEHOLDER,17.5,26,3,3,0.6730769230769231
79336,LIGHT PINK FLOCK GLASS CANDLEHOLDER,13.680000000000003,36,2,3,0.3800000000000001
79337,BLUE FLOCK GLASS CANDLEHOLDER,259.96,644,9,10,0.4036645962732919
79403,FROSTED WHITE BASE ,75.64999999999999,89,9,11,0.8499999999999999
79406,FROSTED WHITE BASE ,30.8,140,6,6,0.22
81950B,FLOWER BLUE CLOCK WITH SUCKER,33.64,116,8,8,0.29
81950V,FLOWER PURPLE CLOCK W/SUCKER,4.25,5,3,3,0.85
81950V,FLOWER PURPLE CLOCK WITH SUCKER,4.35,15,3,3,0.29
81952B,ROUND BLUE CLOCK WITH SUCKER,38.0,200,9,9,0.19
81952V,ROUND PURPLE CLOCK WITH SUCKER,69.35,365,22,24,0.18999999999999997
81953B,ROUND BLUE CLOCK WITH SUCKER,2.09,11,2,3,0.18999999999999997
81953P,ROUND ARTICULATED PINK CLOCK W/SUCK,5.32,28,2,3,0.19
82001S,SILVER RECORD COVER FRAME,955.86,272,13,19,3.514191176470588
82001S,VINYL RECORD FRAME SILVER,4275.22,1236,45,86,3.458915857605178
82011A,"BATHROOM SCALES, TROPICAL BEACH",60.0,16,8,10,3.75
82011B,BATHROOM SCALES RUBBER DUCKS,139.35,41,11,19,3.3987804878048777
82011C,BATHROOM SCALES FOOTPRINTS IN SAND,172.05,51,17,20,3.373529411764706
82095,HEART BUTTONS JEWELLERY BOX,53.550000000000004,7,4,4,7.65
82482,WOODEN PICTURE FRAME WHITE FINISH,19945.45,8256,410,876,2.415873304263566
82483,WOOD 2 DRAWER CABINET WHITE FINISH,14573.720000000001,2324,241,509,6.270963855421687
82484,WOOD BLACK BOARD ANT WHITE FINISH,34414.71,5913,285,604,5.820177574835109
82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,6124.13,707,129,186,8.662135785007072
82486,WOOD S/3 CABINET ANT WHITE FINISH,11343.2,1364,183,373,8.316129032258065
82494L,WOODEN FRAME ANTIQUE WHITE ,17583.77,6268,392,811,2.8053238672622847
82551,LAUNDRY 15C METAL SIGN,4229.719999999999,2791,156,253,1.5154854890720169
82552,WASHROOM METAL SIGN,4456.57,2918,184,292,1.527268677176148
82567,"AIRLINE LOUNGE,METAL SIGN",1007.21,495,86,149,2.034767676767677
82578,KITCHEN METAL SIGN,1087.46,1954,142,220,0.5565301944728762
82580,BATHROOM METAL SIGN,3016.9500000000003,5503,210,383,0.5482373250954026
82581,TOILET METAL SIGN,1997.13,3749,172,302,0.5327100560149374
82582,AREA PATROLLED METAL SIGN,8548.02,4288,176,374,1.993474813432836
82583,HOT BATHS METAL SIGN,12731.34,6367,206,385,1.9995822208261347
82599,FANNY'S REST STOPMETAL SIGN,879.1800000000001,421,67,85,2.088313539192399
82600,N0 SINGING METAL SIGN,2523.78,1197,30,35,2.108421052631579
82600,NO SINGING METAL SIGN,9571.5,4635,207,384,2.0650485436893202
82605,OLD DOC RUSSEL METAL SIGN,29.400000000000002,14,3,3,2.1
82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",82.5,66,13,14,1.25
82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",267.6,400,39,45,0.669
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",234.2,360,33,37,0.6505555555555556
82613D,METAL SIGN CUPCAKE SINGLE HOOK,270.85,469,43,50,0.5775053304904052
82615,PINK MARSHMALLOW SCARF KNITTING KIT,91.8,36,1,1,2.55
82616B,FRAPPUCINO SCARF KNITTING KIT,413.83,307,35,47,1.3479804560260586
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,385.52,277,40,52,1.391768953068592
84006,MAGIC TREE -PAPER FLOWERS,706.3499999999999,831,46,77,0.8499999999999999
84012,MAGIC SHEEP WOOL GROWING FROM PAPER,1190.0,1212,78,94,0.9818481848184818
84016,FLAG OF ST GEORGE CAR FLAG,10.5,25,1,1,0.42
84029E,RED WOOLLY HOTTIE WHITE HEART.,13311.26,3676,228,321,3.621126224156692
84029G,KNITTED UNION FLAG HOT WATER BOTTLE,9313.17,2465,211,319,3.778162271805274
84030E,ENGLISH ROSE HOT WATER BOTTLE,5729.66,1414,198,277,4.052093352192362
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,498.53000000000003,173,34,49,2.881676300578035
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE ,338.09000000000003,93,29,37,3.635376344086022
84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1107.0100000000002,447,78,105,2.4765324384787477
84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1333.15,651,106,130,2.0478494623655914
84033,FLAG OF ST GEORGE ,37.95,23,7,7,1.6500000000000001
84050,PINK HEART SHAPE EGG FRYING PAN,4370.78,3134,139,200,1.3946330567964262
84051,ASS COLOUR GLOWING TIARAS,211.95,279,24,24,0.7596774193548387
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,13558.409999999998,54319,307,472,0.24960713562473533
84078A,SET/4 WHITE RETRO STORAGE CUBES ,13007.150000000001,357,79,106,36.43459383753502
84086B,YELLOW/BLUE RETRO RADIO,47.2,16,3,7,2.95
84086C,PINK/PURPLE RETRO RADIO,401.20000000000005,136,13,19,2.95
84192,ASSORTED COLOUR METAL CAT ,138.75,111,19,25,1.25
84199,GLOW IN DARK DOLPHINS,26.88,128,28,28,0.21
84201B,HAPPY BIRTHDAY CARD STRIPEY TEDDY,2.47,13,2,2,0.19
84201C,HAPPY BIRTHDAY CARD TEDDY/CAKE,0.95,5,1,1,0.19
84206A,3 BLACK CATS W HEARTS BLANK CARD,4.5600000000000005,24,3,3,0.19000000000000003
84206B,CAT WITH SUNGLASSES BLANK CARD,0.95,5,1,1,0.19
84206C,CHAMPAGNE TRAY BLANK CARD,1.52,8,2,2,0.19
84212,"ASSORTED FLOWER COLOUR ""LEIS""",4871.45,10297,72,103,0.47309410507914923
84218,BOX/12 CHICK & EGG IN BASKET,222.29999999999998,122,37,40,1.8221311475409834
84226,HEN HOUSE W FAMILY IN BARN & NEST,34.510000000000005,49,9,9,0.7042857142857144
84227,HEN HOUSE W CHICK IN NEST,0.42,1,1,1,0.42
84228,HEN HOUSE W CHICK STANDING,107.39999999999999,270,13,16,0.39777777777777773
84228,HEN HOUSE WITH CHICK STANDING,5.88,14,3,3,0.42
84231,EASTER BUNNY WITH BASKET ON BACK,68.25,105,13,18,0.65
84247E,PACK OF 12 CHRISTMAS FUN CARDS,138.65,47,13,13,2.95
84247E,PACK/12 XMAS FUN CARD,97.35000000000001,33,10,10,2.95
84247G,"DECOUPAGE,GREETING CARD,",141.12,336,17,23,0.42000000000000004
84247K,"FOLK ART GREETING CARD,pack/12",64.9,22,7,9,2.95
84247L,FAWN AND MUSHROOM GREETING CARD,45.36,108,8,8,0.42
84247N,PACK/12 BLUE FOLKART CARDS,64.9,22,16,18,2.95
84249A,"GREETING CARD,SQUARE, DOUGHNUTS",68.84,160,12,13,0.43025
84251B,"GREETING CARD, STICKY GORDON",29.830000000000002,157,12,14,0.19
84251C,"GREETING CARD, TWO SISTERS.",4.5600000000000005,24,2,2,0.19000000000000003
84251G,"GREETING CARD, OVERCROWDED POOL.",34.2,180,15,15,0.19
84279B,CHERRY BLOSSOM DECORATIVE FLASK,666.93,179,48,57,3.725865921787709
84279P,CHERRY BLOSSOM  DECORATIVE FLASK,1242.72,336,79,94,3.698571428571429
84306,S/3 PINK SQUARE PLANTERS ROSES,21.9,2,2,2,10.95
84313B,BLUE TV TRAY TABLE ,175.8,76,6,13,2.3131578947368423
84313C,ORANGE TV TRAY TABLE ,908.15,461,17,24,1.9699566160520607
84341B,SMALL PINK MAGIC CHRISTMAS TREE,252.23,618,30,33,0.40813915857605176
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,17554.27,7892,192,305,2.22431196147998
84352,SILVER CHRISTMAS TREE BAUBLE STAND ,543.35,33,14,22,16.465151515151515
84356,POMPOM CURTAIN,1570.15,337,32,46,4.65919881305638
84358,FLOOR LAMP SHADE WOOD BASE,287.74,32,6,12,8.991875
84360,TABLE LAMP WHITE SHADE WOOD BASE,388.3,74,9,17,5.2472972972972975
84375,SET OF 20 KIDS COOKIE CUTTERS,8676.27,4139,290,416,2.0962237255375697
84378,SET OF 3 HEART COOKIE CUTTERS,7719.34,6001,376,521,1.2863422762872854
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,6711.0,5287,325,498,1.2693398902969548
84387A,BIRD ON BRANCH CANVAS SCREEN,21.45,11,1,1,1.95
84388,WISE MAN STAR SHAPE EGG PAN,13.14,24,6,6,0.5475
84402B,PURPLE DRESS JEWELLERY STAND,48.19,61,3,3,0.7899999999999999
84406B,CREAM CUPID HEARTS COAT HANGER,7121.2300000000005,1917,133,241,3.714778299426187
84415A,PINK FLOCK SUEDE CUSHION COVER ,15.0,12,2,2,1.25
84415B,BLUE FLOCK CUSHION COVER ,12.5,6,2,2,2.0833333333333335
84422,PINK/BLUE DISC/MIRROR STRING,220.41,551,8,8,0.40001814882032666
84429A,MEDIUM PINK BUDDHA HEAD ,135.70000000000002,46,13,14,2.95
84452,METAL RABBIT LADDER EASTER ,62.9,74,14,16,0.85
84457,SET/3 RABBITS FLOWER SKIPPPING ROPE,101.14999999999999,119,21,21,0.85
84459A,PINK METAL CHICKEN HEART ,906.14,670,50,53,1.3524477611940298
84459B,YELLOW METAL CHICKEN HEART ,938.12,676,54,60,1.3877514792899408
84461,12 PINK HEN+CHICKS IN BASKET,104.55,41,13,14,2.55
84462,3 PINK HEN+CHICKS IN BASKET,15.0,12,6,6,1.25
84465,15 PINK FLUFFY CHICKS IN BOX,29.5,10,7,7,2.95
84466,TOP SECRET PEN SET,57.5,46,8,10,1.25
84497,BUTTONS AND STRIPES NOTEBOOK ,48.75,13,7,7,3.75
84499,BLACK FLOWER CANDLE PLATE,5.949999999999999,7,2,2,0.8499999999999999
84507B,STRIPES DESIGN MONKEY DOLL,79.05,31,10,14,2.55
84507C,BLUE CIRCLES DESIGN MONKEY DOLL,160.64999999999998,63,11,25,2.55
84508A,CAMOUFLAGE DESIGN TEDDY,3445.5000000000005,1630,17,35,2.1138036809815954
84508B,STRIPES DESIGN TEDDY,142.79999999999998,56,21,30,2.55
84508C,BLUE CIRCLES DESIGN TEDDY,130.04999999999998,51,14,20,2.55
84509A,SET OF 4 ENGLISH ROSE PLACEMATS,2194.64,612,103,139,3.5860130718954246
84509B,SET OF 4 FAIRY CAKE PLACEMATS,585.0,156,37,48,3.75
84509C,SET OF 4 POLKADOT PLACEMATS ,269.55,77,20,23,3.500649350649351
84509E,SET OF 4 CAROUSEL PLACEMATS ,101.06,70,7,8,1.4437142857142857
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,856.25,491,42,46,1.7438900203665988
84510A,SET OF 4 ENGLISH ROSE COASTERS,1289.34,1058,100,144,1.218657844990548
84510C,SET OF 4 POLKADOT COASTERS,122.42,96,25,32,1.2752083333333333
84510E,SET OF 4 GREEN CAROUSEL COASTERS,26.05,25,9,9,1.042
84519A,TOMATO CHARLIE+LOLA COASTER SET,739.1899999999999,477,45,61,1.5496645702306078
84519B,CARROT CHARLIE+LOLA COASTER SET,545.99,425,63,91,1.2846823529411764
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,388.69,481,51,54,0.808087318087318
84522,PINK PARTY SUNGLASSES,23.4,12,6,6,1.95
84527,FLAMES SUNGLASSES PINK LENSES,84.44999999999999,47,6,6,1.7968085106382976
84531A,PINK KNITTED EGG COSY,71.75999999999999,140,24,25,0.5125714285714285
84531B,BLUE KNITTED EGG COSY,81.50999999999999,149,24,25,0.5470469798657718
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,39.1,46,5,5,0.85
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,185.1,398,19,20,0.4650753768844221
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,762.99,1272,80,108,0.5998349056603773
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1147.0,2729,140,221,0.42030047636496887
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,655.34,1684,74,99,0.38915676959619955
84539,KNITTED RABBIT DOLL ,26.4,16,1,1,1.65
84548,CROCHET BEAR RED/BLUE  KEYRING,24.75,15,3,3,1.65
84549,CROCHET WHITE RABBIT KEYRING ,46.349999999999994,31,3,3,1.4951612903225804
84550,CROCHET LILAC/RED BEAR KEYRING,1.65,1,1,1,1.65
84551,CROCHET DOG KEYRING,1.65,1,1,1,1.65
84558A,3D DOG PICTURE PLAYING CARDS,855.5000000000001,290,49,60,2.95
84559A,3D SHEET OF DOG STICKERS,231.98,272,34,42,0.8528676470588235
84559B,3D SHEET OF CAT STICKERS,183.6,216,36,43,0.85
84562A,PINK/WHITE RIBBED MELAMINE JUG,15.9,2,2,2,7.95
84563A,PINK & WHITE BREAKFAST TRAY,198.05,59,11,14,3.356779661016949
84563B,BLUE & WHITE BREAKFAST TRAY,209.55,69,18,21,3.0369565217391306
84568,GIRLS ALPHABET IRON ON PATCHES ,2088.0,11040,18,23,0.1891304347826087
84569A,PACK 3 IRON ON DOG PATCHES,239.96,191,26,26,1.2563350785340315
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,93.75,75,11,11,1.25
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,1.25,1,1,1,1.25
84569D,PACK 6 HEART/ICE-CREAM PATCHES,337.42,268,32,34,1.2590298507462687
84575A,PINK DOG CANNISTER,39.3,14,4,4,2.807142857142857
84576,BLUE CAT BISCUIT BARREL PINK HEART,111.14999999999999,57,8,9,1.95
84580,MOUSE TOY WITH PINK T-SHIRT,1256.3,334,91,120,3.761377245508982
84581,DOG TOY WITH PINK CROCHET SKIRT,615.76,164,60,70,3.754634146341463
84584,PINK GINGHAM CAT WITH SCARF,211.64999999999998,83,18,18,2.55
84592,CROCHET ROSE PURSE WITH SUEDE BACK,206.50000000000003,70,15,17,2.9500000000000006
84593,CROCHET ROSE DES CLOTHES HANGER,14.750000000000002,5,1,1,2.95
84595E,LARGE TORTILLA DESIGN RED BOWL,109.79999999999998,64,8,9,1.7156249999999997
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2040.19,4436,189,361,0.4599165915238954
84596E,SMALL LICORICE DES PINK BOWL,252.63,391,33,35,0.6461125319693094
84596F,SMALL MARSHMALLOWS PINK BOWL,1553.25,3285,166,288,0.4728310502283105
84596G,SMALL CHOCOLATES PINK BOWL,774.18,1660,84,158,0.4663734939759036
84596J,MIXED NUTS LIGHT GREEN BOWL,205.28,469,21,27,0.43769722814498935
84596L,BISCUITS SMALL BOWL LIGHT BLUE,440.94,1038,49,79,0.4247976878612717
84597B,RETRO BROWN BALL ASHTRAY ,51.25,41,3,5,1.25
84597C,RETRO PINK BALL ASHTRAY ,57.5,46,11,13,1.25
84598,BOYS ALPHABET IRON ON PATCHES,262.08,1248,5,5,0.21
84600,NEW BAROQUE JEWELLERY BOX ,367.6,48,16,20,7.658333333333334
84609,TALL ROCOCO CANDLE HOLDER,720.0,90,16,17,8.0
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,27.900000000000002,6,3,3,4.65
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,4.65,1,1,1,4.65
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,11.9,2,1,1,5.95
84616,SILVER ROCCOCO CHANDELIER,329.45,11,6,6,29.95
84617,NEW BAROQUE BLACK BOXES,38.25,3,3,3,12.75
84620,BLUE GINGHAM ROSE CUSHION COVER,11.9,2,1,1,5.95
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,470.75,455,24,31,1.0346153846153847
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,478.15,439,20,28,1.0891799544419134
84629,WHITE 3 FRAME BIRDS AND TREE ,150.0,20,10,10,7.5
84631,FRUIT TREE AND BIRDS WALL PLAQUE,127.2,16,7,9,7.95
84632,DECORATIVE HANGING SHELVING UNIT,359.70000000000005,6,5,5,59.95000000000001
84637,KITCHEN FLOWER POTS WALL PLAQUE,172.55,29,11,13,5.95
84638,SMALL KITCHEN FLOWER POTS PLAQUE,132.05,19,11,12,6.95
84658,WHITE STITCHED CUSHION COVER,308.48,44,14,16,7.010909090909092
84659A,WHITE TRAVEL ALARM CLOCK,314.31,134,19,22,2.345597014925373
84660A,WHITE STITCHED WALL CLOCK,761.9,837,30,36,0.9102747909199522
84660B,BLACK STITCHED WALL CLOCK,684.65,695,20,29,0.9851079136690647
84660C,PINK STITCHED WALL CLOCK,590.57,639,20,27,0.9242097026604069
84661A,WHITE SQUARE TABLE CLOCK,132.99,94,10,11,1.4147872340425534
84661B,BLACK SQUARE TABLE CLOCK,225.48999999999998,95,10,12,2.373578947368421
84661C,PINK SQUARE TABLE CLOCK,70.10000000000001,62,5,5,1.1306451612903228
84663A,GRASS HOPPER WOODEN WALL CLOCK ,324.04,260,21,25,1.2463076923076923
84665,SQUARE CHERRY BLOSSOM CABINET,624.75,105,14,17,5.95
84666,SQUARE CHERRY BLOSSOM CABINET,94.80000000000001,24,4,4,3.9500000000000006
84673A,PINK FLY SWAT,40.95,63,21,25,0.65
84673B,BLUE FLY SWAT,114.21000000000001,135,31,42,0.8460000000000001
84674,FLYING PIG WATERING CAN,426.3,186,31,40,2.291935483870968
84675,FROG KING WATERING CAN,26.55,9,2,2,2.95
84678,CLASSICAL ROSE SMALL VASE,227.1,138,10,10,1.6456521739130434
84679,CLASSICAL ROSE TABLE LAMP,55.7,6,2,2,9.283333333333333
84683,CLASSICAL ROSE CANDLESTAND,147.35000000000002,187,6,7,0.7879679144385028
84685,BEACH HUT KEY CABINET,78.75,21,6,9,3.75
84686,BEACH HUT MIRROR,66.39,49,7,8,1.3548979591836734
84687,BEACH HUT SHELF W 3 DRAWERS,376.5,70,16,20,5.378571428571429
84688,BEACH HUT DESIGN BLACKBOARD,144.5,34,7,8,4.25
84689,S/2 BEACH HUT TREASURE CHESTS,9.95,3,2,2,3.3166666666666664
84691,PACK 20 DOLLY PEGS,174.5,242,2,4,0.7210743801652892
84692,BOX OF 24 COCKTAIL PARASOLS,2808.57,6803,209,364,0.41284286344259885
84705C,PINK FLOCK PHOTO FRAME ,15.0,12,1,1,1.25
84706D,CHERRY BLOSSOM TABLE CLOCK ,25.7,6,3,3,4.283333333333333
84706F,RED PEONY TABLE CLOCK,47.2,16,9,10,2.95
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,440.73999999999995,66,21,25,6.677878787878787
84707B,PINK JEWELLED MIRROR TRINKET TRAY,178.56,29,13,13,6.157241379310345
84708B,PINK JEWELLED PHOTO FRAME ,256.75,53,13,14,4.84433962264151
84709B,PINK OVAL JEWELLED MIRROR,119.0,20,11,11,5.95
84711A,SILVER OVAL SHAPE TRINKET BOX,139.29999999999998,14,7,7,9.95
84711B,PINK OVAL SHAPE TRINKET BOX,149.25,15,7,8,9.95
84712B,PINK JEWELLED PHOTO FRAME,147.87,19,9,11,7.782631578947369
84715,SET OF 6 ICE CREAM SKITTLES,47.2,16,3,3,2.95
84723,CHERRY BLOSSOM CANVAS ART PICTURE,97.95,41,5,6,2.3890243902439026
84725,FREESTYLE CANVAS ART PICTURE,39.65,41,16,18,0.9670731707317073
84731,3 BIRDS CANVAS SCREEN,2.04,2,2,2,1.02
